"UF";"Município";"Cargo";"Quantitativo";"Vaga";"Concorrência";
"AC";"ACRELÂNDIA";"Prefeito";"5";"1";"5,00"
"AC";"ASSIS BRASIL";"Prefeito";"3";"1";"3,00"
"AC";"BRASILÉIA";"Prefeito";"2";"1";"2,00"
"AC";"BUJARI";"Prefeito";"6";"1";"6,00"
"AC";"CAPIXABA";"Prefeito";"5";"1";"5,00"
"AC";"CRUZEIRO DO SUL";"Prefeito";"3";"1";"3,00"
"AC";"EPITACIOLÂNDIA";"Prefeito";"3";"1";"3,00"
"AC";"FEIJÓ";"Prefeito";"3";"1";"3,00"
"AC";"JORDÃO";"Prefeito";"3";"1";"3,00"
"AC";"MÂNCIO LIMA";"Prefeito";"3";"1";"3,00"
"AC";"MANOEL URBANO";"Prefeito";"4";"1";"4,00"
"AC";"MARECHAL THAUMATURGO";"Prefeito";"2";"1";"2,00"
"AC";"PLÁCIDO DE CASTRO";"Prefeito";"4";"1";"4,00"
"AC";"PORTO ACRE";"Prefeito";"4";"1";"4,00"
"AC";"PORTO WALTER";"Prefeito";"2";"1";"2,00"
"AC";"RIO BRANCO";"Prefeito";"4";"1";"4,00"
"AC";"RODRIGUES ALVES";"Prefeito";"3";"1";"3,00"
"AC";"SANTA ROSA DO PURUS";"Prefeito";"5";"1";"5,00"
"AC";"SENA MADUREIRA";"Prefeito";"4";"1";"4,00"
"AC";"SENADOR GUIOMARD";"Prefeito";"4";"1";"4,00"
"AC";"TARAUACÁ";"Prefeito";"3";"1";"3,00"
"AC";"XAPURI";"Prefeito";"4";"1";"4,00"
"AL";"ÁGUA BRANCA";"Prefeito";"3";"1";"3,00"
"AL";"ANADIA";"Prefeito";"2";"1";"2,00"
"AL";"ARAPIRACA";"Prefeito";"4";"1";"4,00"
"AL";"ATALAIA";"Prefeito";"5";"1";"5,00"
"AL";"BARRA DE SANTO ANTÔNIO";"Prefeito";"3";"1";"3,00"
"AL";"BARRA DE SÃO MIGUEL";"Prefeito";"4";"1";"4,00"
"AL";"BATALHA";"Prefeito";"3";"1";"3,00"
"AL";"BELÉM";"Prefeito";"3";"1";"3,00"
"AL";"BELO MONTE";"Prefeito";"2";"1";"2,00"
"AL";"BOCA DA MATA";"Prefeito";"4";"1";"4,00"
"AL";"BRANQUINHA";"Prefeito";"2";"1";"2,00"
"AL";"CACIMBINHAS";"Prefeito";"2";"1";"2,00"
"AL";"CAJUEIRO";"Prefeito";"2";"1";"2,00"
"AL";"CAMPESTRE";"Prefeito";"2";"1";"2,00"
"AL";"CAMPO ALEGRE";"Prefeito";"3";"1";"3,00"
"AL";"CAMPO GRANDE";"Prefeito";"2";"1";"2,00"
"AL";"CANAPI";"Prefeito";"4";"1";"4,00"
"AL";"CAPELA";"Prefeito";"2";"1";"2,00"
"AL";"CARNEIROS";"Prefeito";"3";"1";"3,00"
"AL";"CHÃ PRETA";"Prefeito";"2";"1";"2,00"
"AL";"COITÉ DO NÓIA";"Prefeito";"2";"1";"2,00"
"AL";"COLÔNIA LEOPOLDINA";"Prefeito";"2";"1";"2,00"
"AL";"COQUEIRO SECO";"Prefeito";"3";"1";"3,00"
"AL";"CORURIPE";"Prefeito";"3";"1";"3,00"
"AL";"CRAÍBAS";"Prefeito";"3";"1";"3,00"
"AL";"DELMIRO GOUVEIA";"Prefeito";"3";"1";"3,00"
"AL";"DOIS RIACHOS";"Prefeito";"2";"1";"2,00"
"AL";"ESTRELA DE ALAGOAS";"Prefeito";"2";"1";"2,00"
"AL";"FEIRA GRANDE";"Prefeito";"3";"1";"3,00"
"AL";"FELIZ DESERTO";"Prefeito";"2";"1";"2,00"
"AL";"FLEXEIRAS";"Prefeito";"2";"1";"2,00"
"AL";"GIRAU DO PONCIANO";"Prefeito";"5";"1";"5,00"
"AL";"IBATEGUARA";"Prefeito";"3";"1";"3,00"
"AL";"IGACI";"Prefeito";"2";"1";"2,00"
"AL";"IGREJA NOVA";"Prefeito";"3";"1";"3,00"
"AL";"INHAPI";"Prefeito";"3";"1";"3,00"
"AL";"JACARÉ DOS HOMENS";"Prefeito";"2";"1";"2,00"
"AL";"JACUÍPE";"Prefeito";"3";"1";"3,00"
"AL";"JAPARATINGA";"Prefeito";"5";"1";"5,00"
"AL";"JARAMATAIA";"Prefeito";"2";"1";"2,00"
"AL";"JEQUIÁ DA PRAIA";"Prefeito";"2";"1";"2,00"
"AL";"JOAQUIM GOMES";"Prefeito";"5";"1";"5,00"
"AL";"JUNDIÁ";"Prefeito";"3";"1";"3,00"
"AL";"JUNQUEIRO";"Prefeito";"3";"1";"3,00"
"AL";"LAGOA DA CANOA";"Prefeito";"3";"1";"3,00"
"AL";"LIMOEIRO DE ANADIA";"Prefeito";"2";"1";"2,00"
"AL";"MACEIÓ";"Prefeito";"8";"1";"8,00"
"AL";"MAJOR ISIDORO";"Prefeito";"2";"1";"2,00"
"AL";"MAR VERMELHO";"Prefeito";"2";"1";"2,00"
"AL";"MARAGOGI";"Prefeito";"3";"1";"3,00"
"AL";"MARAVILHA";"Prefeito";"2";"1";"2,00"
"AL";"MARECHAL DEODORO";"Prefeito";"2";"1";"2,00"
"AL";"MARIBONDO";"Prefeito";"3";"1";"3,00"
"AL";"MATA GRANDE";"Prefeito";"2";"1";"2,00"
"AL";"MATRIZ DE CAMARAGIBE";"Prefeito";"3";"1";"3,00"
"AL";"MESSIAS";"Prefeito";"3";"1";"3,00"
"AL";"MINADOR DO NEGRÃO";"Prefeito";"3";"1";"3,00"
"AL";"MONTEIRÓPOLIS";"Prefeito";"3";"1";"3,00"
"AL";"MURICI";"Prefeito";"3";"1";"3,00"
"AL";"NOVO LINO";"Prefeito";"2";"1";"2,00"
"AL";"OLHO D'ÁGUA DAS FLORES";"Prefeito";"5";"1";"5,00"
"AL";"OLHO D'ÁGUA DO CASADO";"Prefeito";"4";"1";"4,00"
"AL";"OLHO D'ÁGUA GRANDE";"Prefeito";"3";"1";"3,00"
"AL";"OLIVENÇA";"Prefeito";"2";"1";"2,00"
"AL";"OURO BRANCO";"Prefeito";"3";"1";"3,00"
"AL";"PALESTINA";"Prefeito";"3";"1";"3,00"
"AL";"PALMEIRA DOS ÍNDIOS";"Prefeito";"5";"1";"5,00"
"AL";"PÃO DE AÇÚCAR";"Prefeito";"4";"1";"4,00"
"AL";"PARICONHA";"Prefeito";"2";"1";"2,00"
"AL";"PARIPUEIRA";"Prefeito";"3";"1";"3,00"
"AL";"PASSO DE CAMARAGIBE";"Prefeito";"3";"1";"3,00"
"AL";"PAULO JACINTO";"Prefeito";"3";"1";"3,00"
"AL";"PENEDO";"Prefeito";"4";"1";"4,00"
"AL";"PIAÇABUÇU";"Prefeito";"3";"1";"3,00"
"AL";"PILAR";"Prefeito";"3";"1";"3,00"
"AL";"PINDOBA";"Prefeito";"2";"1";"2,00"
"AL";"PIRANHAS";"Prefeito";"3";"1";"3,00"
"AL";"POÇO DAS TRINCHEIRAS";"Prefeito";"3";"1";"3,00"
"AL";"PORTO CALVO";"Prefeito";"3";"1";"3,00"
"AL";"PORTO DE PEDRAS";"Prefeito";"2";"1";"2,00"
"AL";"PORTO REAL DO COLÉGIO";"Prefeito";"4";"1";"4,00"
"AL";"QUEBRANGULO";"Prefeito";"3";"1";"3,00"
"AL";"RIO LARGO";"Prefeito";"6";"1";"6,00"
"AL";"ROTEIRO";"Prefeito";"5";"1";"5,00"
"AL";"SANTA LUZIA DO NORTE";"Prefeito";"5";"1";"5,00"
"AL";"SANTANA DO IPANEMA";"Prefeito";"4";"1";"4,00"
"AL";"SANTANA DO MUNDAÚ";"Prefeito";"3";"1";"3,00"
"AL";"SÃO BRÁS";"Prefeito";"3";"1";"3,00"
"AL";"SÃO JOSÉ DA LAJE";"Prefeito";"2";"1";"2,00"
"AL";"SÃO JOSÉ DA TAPERA";"Prefeito";"2";"1";"2,00"
"AL";"SÃO LUÍS DO QUITUNDE";"Prefeito";"5";"1";"5,00"
"AL";"SÃO MIGUEL DOS CAMPOS";"Prefeito";"5";"1";"5,00"
"AL";"SÃO MIGUEL DOS MILAGRES";"Prefeito";"3";"1";"3,00"
"AL";"SÃO SEBASTIÃO";"Prefeito";"3";"1";"3,00"
"AL";"SATUBA";"Prefeito";"5";"1";"5,00"
